rule	precision_at_K	recall_at_K	f1_at_K	rep	n	frac_tp	effect	hetero	fragile
abs_d	0.66	0.66	0.66	43	20	0.3	mixed	True	0.25
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	43	20	0.3	mixed	True	0.25
q	0.62	0.62	0.62	44	20	0.3	mixed	True	0.25
abs_d	0.6933333333333334	0.6933333333333334	0.6933333333333334	44	20	0.3	mixed	True	0.25
S	0.64	0.64	0.64	44	20	0.3	mixed	True	0.25
q	0.6	0.6	0.6	45	20	0.3	mixed	True	0.25
abs_d	0.66	0.66	0.66	45	20	0.3	mixed	True	0.25
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	45	20	0.3	mixed	True	0.25
q	0.5466666666666666	0.5466666666666666	0.5466666666666666	46	20	0.3	mixed	True	0.25
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	46	20	0.3	mixed	True	0.25
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	46	20	0.3	mixed	True	0.25
q	0.62	0.62	0.62	47	20	0.3	mixed	True	0.25
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	47	20	0.3	mixed	True	0.25
S	0.6533333333333333	0.6533333333333333	0.6533333333333333	47	20	0.3	mixed	True	0.25
q	0.5666666666666667	0.5666666666666667	0.5666666666666667	48	20	0.3	mixed	True	0.25
abs_d	0.66	0.66	0.66	48	20	0.3	mixed	True	0.25
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	48	20	0.3	mixed	True	0.25
q	0.6333333333333333	0.6333333333333333	0.6333333333333333	49	20	0.3	mixed	True	0.25
abs_d	0.7	0.7	0.7	49	20	0.3	mixed	True	0.25
S	0.6533333333333333	0.6533333333333333	0.6533333333333333	49	20	0.3	mixed	True	0.25
q	0.54	0.54	0.54	0	20	0.3	mixed	True	0.5
abs_d	0.68	0.68	0.68	0	20	0.3	mixed	True	0.5
S	0.58	0.58	0.58	0	20	0.3	mixed	True	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	1	20	0.3	mixed	True	0.5
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	1	20	0.3	mixed	True	0.5
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	1	20	0.3	mixed	True	0.5
q	0.41333333333333333	0.41333333333333333	0.41333333333333333	2	20	0.3	mixed	True	0.5
abs_d	0.56	0.56	0.56	2	20	0.3	mixed	True	0.5
S	0.5	0.5	0.5	2	20	0.3	mixed	True	0.5
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	3	20	0.3	mixed	True	0.5
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	3	20	0.3	mixed	True	0.5
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	3	20	0.3	mixed	True	0.5
q	0.5266666666666666	0.5266666666666666	0.5266666666666666	4	20	0.3	mixed	True	0.5
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	4	20	0.3	mixed	True	0.5
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	4	20	0.3	mixed	True	0.5
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	5	20	0.3	mixed	True	0.5
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	5	20	0.3	mixed	True	0.5
S	0.58	0.58	0.58	5	20	0.3	mixed	True	0.5
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	6	20	0.3	mixed	True	0.5
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	6	20	0.3	mixed	True	0.5
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	6	20	0.3	mixed	True	0.5
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	7	20	0.3	mixed	True	0.5
abs_d	0.68	0.68	0.68	7	20	0.3	mixed	True	0.5
S	0.54	0.54	0.54	7	20	0.3	mixed	True	0.5
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	8	20	0.3	mixed	True	0.5
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	8	20	0.3	mixed	True	0.5
S	0.58	0.58	0.58	8	20	0.3	mixed	True	0.5
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	9	20	0.3	mixed	True	0.5
abs_d	0.64	0.64	0.64	9	20	0.3	mixed	True	0.5
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	9	20	0.3	mixed	True	0.5
q	0.52	0.52	0.52	10	20	0.3	mixed	True	0.5
abs_d	0.68	0.68	0.68	10	20	0.3	mixed	True	0.5
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	10	20	0.3	mixed	True	0.5
q	0.44	0.44	0.44	11	20	0.3	mixed	True	0.5
abs_d	0.62	0.62	0.62	11	20	0.3	mixed	True	0.5
S	0.5266666666666666	0.5266666666666666	0.5266666666666666	11	20	0.3	mixed	True	0.5
q	0.52	0.52	0.52	12	20	0.3	mixed	True	0.5
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	12	20	0.3	mixed	True	0.5
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	12	20	0.3	mixed	True	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	13	20	0.3	mixed	True	0.5
abs_d	0.5933333333333334	0.5933333333333334	0.5933333333333334	13	20	0.3	mixed	True	0.5
S	0.5133333333333333	0.5133333333333333	0.5133333333333333	13	20	0.3	mixed	True	0.5
q	0.48	0.48	0.48	14	20	0.3	mixed	True	0.5
abs_d	0.7066666666666667	0.7066666666666667	0.7066666666666667	14	20	0.3	mixed	True	0.5
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	14	20	0.3	mixed	True	0.5
q	0.5	0.5	0.5	15	20	0.3	mixed	True	0.5
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	15	20	0.3	mixed	True	0.5
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	15	20	0.3	mixed	True	0.5
q	0.5	0.5	0.5	16	20	0.3	mixed	True	0.5
abs_d	0.66	0.66	0.66	16	20	0.3	mixed	True	0.5
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	16	20	0.3	mixed	True	0.5
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	17	20	0.3	mixed	True	0.5
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	17	20	0.3	mixed	True	0.5
S	0.54	0.54	0.54	17	20	0.3	mixed	True	0.5
q	0.5	0.5	0.5	18	20	0.3	mixed	True	0.5
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	18	20	0.3	mixed	True	0.5
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	18	20	0.3	mixed	True	0.5
q	0.54	0.54	0.54	19	20	0.3	mixed	True	0.5
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	19	20	0.3	mixed	True	0.5
S	0.6	0.6	0.6	19	20	0.3	mixed	True	0.5
q	0.48	0.48	0.48	20	20	0.3	mixed	True	0.5
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	20	20	0.3	mixed	True	0.5
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	20	20	0.3	mixed	True	0.5
q	0.4533333333333333	0.4533333333333333	0.4533333333333333	21	20	0.3	mixed	True	0.5
abs_d	0.5933333333333334	0.5933333333333334	0.5933333333333334	21	20	0.3	mixed	True	0.5
S	0.5066666666666667	0.5066666666666667	0.5066666666666667	21	20	0.3	mixed	True	0.5
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	22	20	0.3	mixed	True	0.5
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	22	20	0.3	mixed	True	0.5
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	22	20	0.3	mixed	True	0.5
q	0.5	0.5	0.5	23	20	0.3	mixed	True	0.5
abs_d	0.64	0.64	0.64	23	20	0.3	mixed	True	0.5
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	23	20	0.3	mixed	True	0.5
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	24	20	0.3	mixed	True	0.5
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	24	20	0.3	mixed	True	0.5
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	24	20	0.3	mixed	True	0.5
q	0.52	0.52	0.52	25	20	0.3	mixed	True	0.5
abs_d	0.7066666666666667	0.7066666666666667	0.7066666666666667	25	20	0.3	mixed	True	0.5
S	0.6	0.6	0.6	25	20	0.3	mixed	True	0.5
q	0.48	0.48	0.48	26	20	0.3	mixed	True	0.5
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	26	20	0.3	mixed	True	0.5
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	26	20	0.3	mixed	True	0.5
q	0.46	0.46	0.46	27	20	0.3	mixed	True	0.5
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	27	20	0.3	mixed	True	0.5
S	0.56	0.56	0.56	27	20	0.3	mixed	True	0.5
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	28	20	0.3	mixed	True	0.5
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	28	20	0.3	mixed	True	0.5
S	0.58	0.58	0.58	28	20	0.3	mixed	True	0.5
q	0.48	0.48	0.48	29	20	0.3	mixed	True	0.5
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	29	20	0.3	mixed	True	0.5
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	29	20	0.3	mixed	True	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	30	20	0.3	mixed	True	0.5
abs_d	0.64	0.64	0.64	30	20	0.3	mixed	True	0.5
S	0.54	0.54	0.54	30	20	0.3	mixed	True	0.5
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	31	20	0.3	mixed	True	0.5
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	31	20	0.3	mixed	True	0.5
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	31	20	0.3	mixed	True	0.5
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	32	20	0.3	mixed	True	0.5
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	32	20	0.3	mixed	True	0.5
S	0.62	0.62	0.62	32	20	0.3	mixed	True	0.5
q	0.5	0.5	0.5	33	20	0.3	mixed	True	0.5
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	33	20	0.3	mixed	True	0.5
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	33	20	0.3	mixed	True	0.5
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	34	20	0.3	mixed	True	0.5
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	34	20	0.3	mixed	True	0.5
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	34	20	0.3	mixed	True	0.5
q	0.46	0.46	0.46	35	20	0.3	mixed	True	0.5
abs_d	0.58	0.58	0.58	35	20	0.3	mixed	True	0.5
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	35	20	0.3	mixed	True	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	36	20	0.3	mixed	True	0.5
abs_d	0.6	0.6	0.6	36	20	0.3	mixed	True	0.5
S	0.5266666666666666	0.5266666666666666	0.5266666666666666	36	20	0.3	mixed	True	0.5
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	37	20	0.3	mixed	True	0.5
abs_d	0.64	0.64	0.64	37	20	0.3	mixed	True	0.5
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	37	20	0.3	mixed	True	0.5
q	0.4866666666666667	0.4866666666666667	0.4866666666666667	38	20	0.3	mixed	True	0.5
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	38	20	0.3	mixed	True	0.5
S	0.56	0.56	0.56	38	20	0.3	mixed	True	0.5
q	0.44	0.44	0.44	39	20	0.3	mixed	True	0.5
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	39	20	0.3	mixed	True	0.5
S	0.5133333333333333	0.5133333333333333	0.5133333333333333	39	20	0.3	mixed	True	0.5
q	0.4866666666666667	0.4866666666666667	0.4866666666666667	40	20	0.3	mixed	True	0.5
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	40	20	0.3	mixed	True	0.5
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	40	20	0.3	mixed	True	0.5
q	0.46	0.46	0.46	41	20	0.3	mixed	True	0.5
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	41	20	0.3	mixed	True	0.5
S	0.5266666666666666	0.5266666666666666	0.5266666666666666	41	20	0.3	mixed	True	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	42	20	0.3	mixed	True	0.5
abs_d	0.6	0.6	0.6	42	20	0.3	mixed	True	0.5
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	42	20	0.3	mixed	True	0.5
q	0.48	0.48	0.48	43	20	0.3	mixed	True	0.5
abs_d	0.62	0.62	0.62	43	20	0.3	mixed	True	0.5
S	0.52	0.52	0.52	43	20	0.3	mixed	True	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	44	20	0.3	mixed	True	0.5
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	44	20	0.3	mixed	True	0.5
S	0.62	0.62	0.62	44	20	0.3	mixed	True	0.5
q	0.54	0.54	0.54	45	20	0.3	mixed	True	0.5
abs_d	0.68	0.68	0.68	45	20	0.3	mixed	True	0.5
S	0.58	0.58	0.58	45	20	0.3	mixed	True	0.5
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	46	20	0.3	mixed	True	0.5
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	46	20	0.3	mixed	True	0.5
S	0.52	0.52	0.52	46	20	0.3	mixed	True	0.5
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	47	20	0.3	mixed	True	0.5
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	47	20	0.3	mixed	True	0.5
S	0.5066666666666667	0.5066666666666667	0.5066666666666667	47	20	0.3	mixed	True	0.5
q	0.46	0.46	0.46	48	20	0.3	mixed	True	0.5
abs_d	0.6	0.6	0.6	48	20	0.3	mixed	True	0.5
S	0.54	0.54	0.54	48	20	0.3	mixed	True	0.5
q	0.4866666666666667	0.4866666666666667	0.4866666666666667	49	20	0.3	mixed	True	0.5
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	49	20	0.3	mixed	True	0.5
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	49	20	0.3	mixed	True	0.5
q	0.6533333333333333	0.6533333333333333	0.6533333333333333	0	20	0.3	weak	False	0.0
abs_d	0.66	0.66	0.66	0	20	0.3	weak	False	0.0
S	0.6533333333333333	0.6533333333333333	0.6533333333333333	0	20	0.3	weak	False	0.0
q	0.7133333333333334	0.7133333333333334	0.7133333333333335	1	20	0.3	weak	False	0.0
abs_d	0.72	0.72	0.72	1	20	0.3	weak	False	0.0
S	0.7266666666666667	0.7266666666666667	0.7266666666666666	1	20	0.3	weak	False	0.0
q	0.64	0.64	0.64	2	20	0.3	weak	False	0.0
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	2	20	0.3	weak	False	0.0
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	2	20	0.3	weak	False	0.0
q	0.6266666666666667	0.6266666666666667	0.6266666666666667	3	20	0.3	weak	False	0.0
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	3	20	0.3	weak	False	0.0
S	0.62	0.62	0.62	3	20	0.3	weak	False	0.0
q	0.66	0.66	0.66	4	20	0.3	weak	False	0.0
abs_d	0.68	0.68	0.68	4	20	0.3	weak	False	0.0
S	0.6666666666666666	0.6666666666666666	0.6666666666666666	4	20	0.3	weak	False	0.0
q	0.6266666666666667	0.6266666666666667	0.6266666666666667	5	20	0.3	weak	False	0.0
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	5	20	0.3	weak	False	0.0
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	5	20	0.3	weak	False	0.0
q	0.62	0.62	0.62	6	20	0.3	weak	False	0.0
abs_d	0.64	0.64	0.64	6	20	0.3	weak	False	0.0
S	0.6466666666666666	0.6466666666666666	0.6466666666666666	6	20	0.3	weak	False	0.0
q	0.6266666666666667	0.6266666666666667	0.6266666666666667	7	20	0.3	weak	False	0.0
abs_d	0.64	0.64	0.64	7	20	0.3	weak	False	0.0
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	7	20	0.3	weak	False	0.0
q	0.6733333333333333	0.6733333333333333	0.6733333333333333	8	20	0.3	weak	False	0.0
abs_d	0.7	0.7	0.7	8	20	0.3	weak	False	0.0
S	0.6866666666666666	0.6866666666666666	0.6866666666666666	8	20	0.3	weak	False	0.0
q	0.6666666666666666	0.6666666666666666	0.6666666666666666	9	20	0.3	weak	False	0.0
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	9	20	0.3	weak	False	0.0
S	0.66	0.66	0.66	9	20	0.3	weak	False	0.0
q	0.6733333333333333	0.6733333333333333	0.6733333333333333	10	20	0.3	weak	False	0.0
abs_d	0.68	0.68	0.68	10	20	0.3	weak	False	0.0
S	0.6933333333333334	0.6933333333333334	0.6933333333333334	10	20	0.3	weak	False	0.0
q	0.64	0.64	0.64	11	20	0.3	weak	False	0.0
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	11	20	0.3	weak	False	0.0
S	0.6533333333333333	0.6533333333333333	0.6533333333333333	11	20	0.3	weak	False	0.0
q	0.5933333333333334	0.5933333333333334	0.5933333333333334	12	20	0.3	weak	False	0.0
abs_d	0.62	0.62	0.62	12	20	0.3	weak	False	0.0
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	12	20	0.3	weak	False	0.0
q	0.6333333333333333	0.6333333333333333	0.6333333333333333	13	20	0.3	weak	False	0.0
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	13	20	0.3	weak	False	0.0
S	0.64	0.64	0.64	13	20	0.3	weak	False	0.0
q	0.6333333333333333	0.6333333333333333	0.6333333333333333	14	20	0.3	weak	False	0.0
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	14	20	0.3	weak	False	0.0
S	0.66	0.66	0.66	14	20	0.3	weak	False	0.0
q	0.68	0.68	0.68	15	20	0.3	weak	False	0.0
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	15	20	0.3	weak	False	0.0
S	0.6733333333333333	0.6733333333333333	0.6733333333333333	15	20	0.3	weak	False	0.0
q	0.6333333333333333	0.6333333333333333	0.6333333333333333	16	20	0.3	weak	False	0.0
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	16	20	0.3	weak	False	0.0
S	0.6666666666666666	0.6666666666666666	0.6666666666666666	16	20	0.3	weak	False	0.0
q	0.68	0.68	0.68	17	20	0.3	weak	False	0.0
abs_d	0.6933333333333334	0.6933333333333334	0.6933333333333334	17	20	0.3	weak	False	0.0
S	0.6866666666666666	0.6866666666666666	0.6866666666666666	17	20	0.3	weak	False	0.0
q	0.6533333333333333	0.6533333333333333	0.6533333333333333	18	20	0.3	weak	False	0.0
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	18	20	0.3	weak	False	0.0
S	0.66	0.66	0.66	18	20	0.3	weak	False	0.0
q	0.66	0.66	0.66	19	20	0.3	weak	False	0.0
abs_d	0.68	0.68	0.68	19	20	0.3	weak	False	0.0
S	0.6866666666666666	0.6866666666666666	0.6866666666666666	19	20	0.3	weak	False	0.0
q	0.64	0.64	0.64	20	20	0.3	weak	False	0.0
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	20	20	0.3	weak	False	0.0
S	0.64	0.64	0.64	20	20	0.3	weak	False	0.0
q	0.58	0.58	0.58	21	20	0.3	weak	False	0.0
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	21	20	0.3	weak	False	0.0
S	0.6	0.6	0.6	21	20	0.3	weak	False	0.0
q	0.6266666666666667	0.6266666666666667	0.6266666666666667	22	20	0.3	weak	False	0.0
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	22	20	0.3	weak	False	0.0
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	22	20	0.3	weak	False	0.0
q	0.66	0.66	0.66	23	20	0.3	weak	False	0.0
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	23	20	0.3	weak	False	0.0
S	0.68	0.68	0.68	23	20	0.3	weak	False	0.0
q	0.6	0.6	0.6	24	20	0.3	weak	False	0.0
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	24	20	0.3	weak	False	0.0
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	24	20	0.3	weak	False	0.0
q	0.6533333333333333	0.6533333333333333	0.6533333333333333	25	20	0.3	weak	False	0.0
abs_d	0.66	0.66	0.66	25	20	0.3	weak	False	0.0
S	0.6666666666666666	0.6666666666666666	0.6666666666666666	25	20	0.3	weak	False	0.0
q	0.6666666666666666	0.6666666666666666	0.6666666666666666	26	20	0.3	weak	False	0.0
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	26	20	0.3	weak	False	0.0
S	0.6866666666666666	0.6866666666666666	0.6866666666666666	26	20	0.3	weak	False	0.0
q	0.6466666666666666	0.6466666666666666	0.6466666666666666	27	20	0.3	weak	False	0.0
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	27	20	0.3	weak	False	0.0
S	0.6533333333333333	0.6533333333333333	0.6533333333333333	27	20	0.3	weak	False	0.0
q	0.6666666666666666	0.6666666666666666	0.6666666666666666	28	20	0.3	weak	False	0.0
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	28	20	0.3	weak	False	0.0
S	0.6733333333333333	0.6733333333333333	0.6733333333333333	28	20	0.3	weak	False	0.0
q	0.6466666666666666	0.6466666666666666	0.6466666666666666	29	20	0.3	weak	False	0.0
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	29	20	0.3	weak	False	0.0
S	0.6466666666666666	0.6466666666666666	0.6466666666666666	29	20	0.3	weak	False	0.0
q	0.64	0.64	0.64	30	20	0.3	weak	False	0.0
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	30	20	0.3	weak	False	0.0
S	0.66	0.66	0.66	30	20	0.3	weak	False	0.0
q	0.6133333333333333	0.6133333333333333	0.6133333333333333	31	20	0.3	weak	False	0.0
abs_d	0.64	0.64	0.64	31	20	0.3	weak	False	0.0
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	31	20	0.3	weak	False	0.0
q	0.62	0.62	0.62	32	20	0.3	weak	False	0.0
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	32	20	0.3	weak	False	0.0
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	32	20	0.3	weak	False	0.0
q	0.6866666666666666	0.6866666666666666	0.6866666666666666	33	20	0.3	weak	False	0.0
abs_d	0.68	0.68	0.68	33	20	0.3	weak	False	0.0
S	0.6866666666666666	0.6866666666666666	0.6866666666666666	33	20	0.3	weak	False	0.0
q	0.6666666666666666	0.6666666666666666	0.6666666666666666	34	20	0.3	weak	False	0.0
abs_d	0.6933333333333334	0.6933333333333334	0.6933333333333334	34	20	0.3	weak	False	0.0
S	0.6733333333333333	0.6733333333333333	0.6733333333333333	34	20	0.3	weak	False	0.0
q	0.6466666666666666	0.6466666666666666	0.6466666666666666	35	20	0.3	weak	False	0.0
abs_d	0.7066666666666667	0.7066666666666667	0.7066666666666667	35	20	0.3	weak	False	0.0
S	0.6866666666666666	0.6866666666666666	0.6866666666666666	35	20	0.3	weak	False	0.0
q	0.6133333333333333	0.6133333333333333	0.6133333333333333	36	20	0.3	weak	False	0.0
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	36	20	0.3	weak	False	0.0
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	36	20	0.3	weak	False	0.0
q	0.64	0.64	0.64	37	20	0.3	weak	False	0.0
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	37	20	0.3	weak	False	0.0
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	37	20	0.3	weak	False	0.0
q	0.6466666666666666	0.6466666666666666	0.6466666666666666	38	20	0.3	weak	False	0.0
abs_d	0.66	0.66	0.66	38	20	0.3	weak	False	0.0
S	0.6666666666666666	0.6666666666666666	0.6666666666666666	38	20	0.3	weak	False	0.0
q	0.6733333333333333	0.6733333333333333	0.6733333333333333	39	20	0.3	weak	False	0.0
abs_d	0.7066666666666667	0.7066666666666667	0.7066666666666667	39	20	0.3	weak	False	0.0
S	0.7	0.7	0.7	39	20	0.3	weak	False	0.0
q	0.62	0.62	0.62	40	20	0.3	weak	False	0.0
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	40	20	0.3	weak	False	0.0
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	40	20	0.3	weak	False	0.0
q	0.6466666666666666	0.6466666666666666	0.6466666666666666	41	20	0.3	weak	False	0.0
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	41	20	0.3	weak	False	0.0
S	0.6533333333333333	0.6533333333333333	0.6533333333333333	41	20	0.3	weak	False	0.0
q	0.7	0.7	0.7	42	20	0.3	weak	False	0.0
abs_d	0.7133333333333334	0.7133333333333334	0.7133333333333335	42	20	0.3	weak	False	0.0
S	0.7133333333333334	0.7133333333333334	0.7133333333333335	42	20	0.3	weak	False	0.0
q	0.66	0.66	0.66	43	20	0.3	weak	False	0.0
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	43	20	0.3	weak	False	0.0
S	0.66	0.66	0.66	43	20	0.3	weak	False	0.0
q	0.68	0.68	0.68	44	20	0.3	weak	False	0.0
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	44	20	0.3	weak	False	0.0
S	0.68	0.68	0.68	44	20	0.3	weak	False	0.0
q	0.64	0.64	0.64	45	20	0.3	weak	False	0.0
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	45	20	0.3	weak	False	0.0
S	0.64	0.64	0.64	45	20	0.3	weak	False	0.0
q	0.64	0.64	0.64	46	20	0.3	weak	False	0.0
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	46	20	0.3	weak	False	0.0
S	0.6533333333333333	0.6533333333333333	0.6533333333333333	46	20	0.3	weak	False	0.0
q	0.6333333333333333	0.6333333333333333	0.6333333333333333	47	20	0.3	weak	False	0.0
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	47	20	0.3	weak	False	0.0
S	0.6533333333333333	0.6533333333333333	0.6533333333333333	47	20	0.3	weak	False	0.0
q	0.6666666666666666	0.6666666666666666	0.6666666666666666	48	20	0.3	weak	False	0.0
abs_d	0.68	0.68	0.68	48	20	0.3	weak	False	0.0
S	0.7	0.7	0.7	48	20	0.3	weak	False	0.0
q	0.64	0.64	0.64	49	20	0.3	weak	False	0.0
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	49	20	0.3	weak	False	0.0
S	0.6666666666666666	0.6666666666666666	0.6666666666666666	49	20	0.3	weak	False	0.0
q	0.54	0.54	0.54	0	20	0.3	weak	False	0.25
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	0	20	0.3	weak	False	0.25
S	0.58	0.58	0.58	0	20	0.3	weak	False	0.25
q	0.6	0.6	0.6	1	20	0.3	weak	False	0.25
abs_d	0.7	0.7	0.7	1	20	0.3	weak	False	0.25
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	1	20	0.3	weak	False	0.25
q	0.5266666666666666	0.5266666666666666	0.5266666666666666	2	20	0.3	weak	False	0.25
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	2	20	0.3	weak	False	0.25
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	2	20	0.3	weak	False	0.25
q	0.6	0.6	0.6	3	20	0.3	weak	False	0.25
abs_d	0.66	0.66	0.66	3	20	0.3	weak	False	0.25
