rule	precision_at_K	recall_at_K	f1_at_K	rep	n	frac_tp	effect	hetero	fragile
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	3	20	0.3	weak	False	0.25
q	0.5733333333333334	0.5733333333333334	0.5733333333333334	4	20	0.3	weak	False	0.25
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	4	20	0.3	weak	False	0.25
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	4	20	0.3	weak	False	0.25
q	0.56	0.56	0.56	5	20	0.3	weak	False	0.25
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	5	20	0.3	weak	False	0.25
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	5	20	0.3	weak	False	0.25
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	6	20	0.3	weak	False	0.25
abs_d	0.64	0.64	0.64	6	20	0.3	weak	False	0.25
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	6	20	0.3	weak	False	0.25
q	0.5666666666666667	0.5666666666666667	0.5666666666666667	7	20	0.3	weak	False	0.25
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	7	20	0.3	weak	False	0.25
S	0.64	0.64	0.64	7	20	0.3	weak	False	0.25
q	0.5666666666666667	0.5666666666666667	0.5666666666666667	8	20	0.3	weak	False	0.25
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	8	20	0.3	weak	False	0.25
S	0.62	0.62	0.62	8	20	0.3	weak	False	0.25
q	0.6066666666666667	0.6066666666666667	0.6066666666666667	9	20	0.3	weak	False	0.25
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	9	20	0.3	weak	False	0.25
S	0.66	0.66	0.66	9	20	0.3	weak	False	0.25
q	0.6	0.6	0.6	10	20	0.3	weak	False	0.25
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	10	20	0.3	weak	False	0.25
S	0.66	0.66	0.66	10	20	0.3	weak	False	0.25
q	0.58	0.58	0.58	11	20	0.3	weak	False	0.25
abs_d	0.68	0.68	0.68	11	20	0.3	weak	False	0.25
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	11	20	0.3	weak	False	0.25
q	0.5	0.5	0.5	12	20	0.3	weak	False	0.25
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	12	20	0.3	weak	False	0.25
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	12	20	0.3	weak	False	0.25
q	0.5866666666666667	0.5866666666666667	0.5866666666666667	13	20	0.3	weak	False	0.25
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	13	20	0.3	weak	False	0.25
S	0.6466666666666666	0.6466666666666666	0.6466666666666666	13	20	0.3	weak	False	0.25
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	14	20	0.3	weak	False	0.25
abs_d	0.5533333333333333	0.5533333333333333	0.5533333333333333	14	20	0.3	weak	False	0.25
S	0.49333333333333335	0.49333333333333335	0.4933333333333334	14	20	0.3	weak	False	0.25
q	0.52	0.52	0.52	15	20	0.3	weak	False	0.25
abs_d	0.64	0.64	0.64	15	20	0.3	weak	False	0.25
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	15	20	0.3	weak	False	0.25
q	0.6133333333333333	0.6133333333333333	0.6133333333333333	16	20	0.3	weak	False	0.25
abs_d	0.7	0.7	0.7	16	20	0.3	weak	False	0.25
S	0.6733333333333333	0.6733333333333333	0.6733333333333333	16	20	0.3	weak	False	0.25
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	17	20	0.3	weak	False	0.25
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	17	20	0.3	weak	False	0.25
S	0.58	0.58	0.58	17	20	0.3	weak	False	0.25
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	18	20	0.3	weak	False	0.25
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	18	20	0.3	weak	False	0.25
S	0.6	0.6	0.6	18	20	0.3	weak	False	0.25
q	0.58	0.58	0.58	19	20	0.3	weak	False	0.25
abs_d	0.68	0.68	0.68	19	20	0.3	weak	False	0.25
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	19	20	0.3	weak	False	0.25
q	0.58	0.58	0.58	20	20	0.3	weak	False	0.25
abs_d	0.68	0.68	0.68	20	20	0.3	weak	False	0.25
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	20	20	0.3	weak	False	0.25
q	0.5466666666666666	0.5466666666666666	0.5466666666666666	21	20	0.3	weak	False	0.25
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	21	20	0.3	weak	False	0.25
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	21	20	0.3	weak	False	0.25
q	0.56	0.56	0.56	22	20	0.3	weak	False	0.25
abs_d	0.62	0.62	0.62	22	20	0.3	weak	False	0.25
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	22	20	0.3	weak	False	0.25
q	0.5866666666666667	0.5866666666666667	0.5866666666666667	23	20	0.3	weak	False	0.25
abs_d	0.68	0.68	0.68	23	20	0.3	weak	False	0.25
S	0.6533333333333333	0.6533333333333333	0.6533333333333333	23	20	0.3	weak	False	0.25
q	0.5866666666666667	0.5866666666666667	0.5866666666666667	24	20	0.3	weak	False	0.25
abs_d	0.68	0.68	0.68	24	20	0.3	weak	False	0.25
S	0.6466666666666666	0.6466666666666666	0.6466666666666666	24	20	0.3	weak	False	0.25
q	0.52	0.52	0.52	25	20	0.3	weak	False	0.25
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	25	20	0.3	weak	False	0.25
S	0.56	0.56	0.56	25	20	0.3	weak	False	0.25
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	26	20	0.3	weak	False	0.25
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	26	20	0.3	weak	False	0.25
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	26	20	0.3	weak	False	0.25
q	0.5933333333333334	0.5933333333333334	0.5933333333333334	27	20	0.3	weak	False	0.25
abs_d	0.6933333333333334	0.6933333333333334	0.6933333333333334	27	20	0.3	weak	False	0.25
S	0.66	0.66	0.66	27	20	0.3	weak	False	0.25
q	0.5933333333333334	0.5933333333333334	0.5933333333333334	28	20	0.3	weak	False	0.25
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	28	20	0.3	weak	False	0.25
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	28	20	0.3	weak	False	0.25
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	29	20	0.3	weak	False	0.25
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	29	20	0.3	weak	False	0.25
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	29	20	0.3	weak	False	0.25
q	0.5666666666666667	0.5666666666666667	0.5666666666666667	30	20	0.3	weak	False	0.25
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	30	20	0.3	weak	False	0.25
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	30	20	0.3	weak	False	0.25
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	31	20	0.3	weak	False	0.25
abs_d	0.62	0.62	0.62	31	20	0.3	weak	False	0.25
S	0.58	0.58	0.58	31	20	0.3	weak	False	0.25
q	0.5266666666666666	0.5266666666666666	0.5266666666666666	32	20	0.3	weak	False	0.25
abs_d	0.66	0.66	0.66	32	20	0.3	weak	False	0.25
S	0.6	0.6	0.6	32	20	0.3	weak	False	0.25
q	0.5733333333333334	0.5733333333333334	0.5733333333333334	33	20	0.3	weak	False	0.25
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	33	20	0.3	weak	False	0.25
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	33	20	0.3	weak	False	0.25
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	34	20	0.3	weak	False	0.25
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	34	20	0.3	weak	False	0.25
S	0.58	0.58	0.58	34	20	0.3	weak	False	0.25
q	0.56	0.56	0.56	35	20	0.3	weak	False	0.25
abs_d	0.66	0.66	0.66	35	20	0.3	weak	False	0.25
S	0.6	0.6	0.6	35	20	0.3	weak	False	0.25
q	0.5733333333333334	0.5733333333333334	0.5733333333333334	36	20	0.3	weak	False	0.25
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	36	20	0.3	weak	False	0.25
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	36	20	0.3	weak	False	0.25
q	0.5466666666666666	0.5466666666666666	0.5466666666666666	37	20	0.3	weak	False	0.25
abs_d	0.66	0.66	0.66	37	20	0.3	weak	False	0.25
S	0.6	0.6	0.6	37	20	0.3	weak	False	0.25
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	38	20	0.3	weak	False	0.25
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	38	20	0.3	weak	False	0.25
S	0.58	0.58	0.58	38	20	0.3	weak	False	0.25
q	0.54	0.54	0.54	39	20	0.3	weak	False	0.25
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	39	20	0.3	weak	False	0.25
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	39	20	0.3	weak	False	0.25
q	0.5666666666666667	0.5666666666666667	0.5666666666666667	40	20	0.3	weak	False	0.25
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	40	20	0.3	weak	False	0.25
S	0.6	0.6	0.6	40	20	0.3	weak	False	0.25
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	41	20	0.3	weak	False	0.25
abs_d	0.66	0.66	0.66	41	20	0.3	weak	False	0.25
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	41	20	0.3	weak	False	0.25
q	0.62	0.62	0.62	42	20	0.3	weak	False	0.25
abs_d	0.7333333333333333	0.7333333333333333	0.7333333333333333	42	20	0.3	weak	False	0.25
S	0.66	0.66	0.66	42	20	0.3	weak	False	0.25
q	0.5666666666666667	0.5666666666666667	0.5666666666666667	43	20	0.3	weak	False	0.25
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	43	20	0.3	weak	False	0.25
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	43	20	0.3	weak	False	0.25
q	0.56	0.56	0.56	44	20	0.3	weak	False	0.25
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	44	20	0.3	weak	False	0.25
S	0.6	0.6	0.6	44	20	0.3	weak	False	0.25
q	0.58	0.58	0.58	45	20	0.3	weak	False	0.25
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	45	20	0.3	weak	False	0.25
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	45	20	0.3	weak	False	0.25
q	0.5866666666666667	0.5866666666666667	0.5866666666666667	46	20	0.3	weak	False	0.25
abs_d	0.66	0.66	0.66	46	20	0.3	weak	False	0.25
S	0.62	0.62	0.62	46	20	0.3	weak	False	0.25
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	47	20	0.3	weak	False	0.25
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	47	20	0.3	weak	False	0.25
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	47	20	0.3	weak	False	0.25
q	0.5466666666666666	0.5466666666666666	0.5466666666666666	48	20	0.3	weak	False	0.25
abs_d	0.66	0.66	0.66	48	20	0.3	weak	False	0.25
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	48	20	0.3	weak	False	0.25
q	0.54	0.54	0.54	49	20	0.3	weak	False	0.25
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	49	20	0.3	weak	False	0.25
S	0.58	0.58	0.58	49	20	0.3	weak	False	0.25
q	0.48	0.48	0.48	0	20	0.3	weak	False	0.5
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	0	20	0.3	weak	False	0.5
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	0	20	0.3	weak	False	0.5
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	1	20	0.3	weak	False	0.5
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	1	20	0.3	weak	False	0.5
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	1	20	0.3	weak	False	0.5
q	0.4	0.4	0.4000000000000001	2	20	0.3	weak	False	0.5
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	2	20	0.3	weak	False	0.5
S	0.52	0.52	0.52	2	20	0.3	weak	False	0.5
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	3	20	0.3	weak	False	0.5
abs_d	0.68	0.68	0.68	3	20	0.3	weak	False	0.5
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	3	20	0.3	weak	False	0.5
q	0.43333333333333335	0.43333333333333335	0.43333333333333335	4	20	0.3	weak	False	0.5
abs_d	0.5733333333333334	0.5733333333333334	0.5733333333333334	4	20	0.3	weak	False	0.5
S	0.5066666666666667	0.5066666666666667	0.5066666666666667	4	20	0.3	weak	False	0.5
q	0.44	0.44	0.44	5	20	0.3	weak	False	0.5
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	5	20	0.3	weak	False	0.5
S	0.5133333333333333	0.5133333333333333	0.5133333333333333	5	20	0.3	weak	False	0.5
q	0.5	0.5	0.5	6	20	0.3	weak	False	0.5
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	6	20	0.3	weak	False	0.5
S	0.6	0.6	0.6	6	20	0.3	weak	False	0.5
q	0.5266666666666666	0.5266666666666666	0.5266666666666666	7	20	0.3	weak	False	0.5
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	7	20	0.3	weak	False	0.5
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	7	20	0.3	weak	False	0.5
q	0.54	0.54	0.54	8	20	0.3	weak	False	0.5
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	8	20	0.3	weak	False	0.5
S	0.64	0.64	0.64	8	20	0.3	weak	False	0.5
q	0.52	0.52	0.52	9	20	0.3	weak	False	0.5
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	9	20	0.3	weak	False	0.5
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	9	20	0.3	weak	False	0.5
q	0.44666666666666666	0.44666666666666666	0.44666666666666666	10	20	0.3	weak	False	0.5
abs_d	0.62	0.62	0.62	10	20	0.3	weak	False	0.5
S	0.5133333333333333	0.5133333333333333	0.5133333333333333	10	20	0.3	weak	False	0.5
q	0.48	0.48	0.48	11	20	0.3	weak	False	0.5
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	11	20	0.3	weak	False	0.5
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	11	20	0.3	weak	False	0.5
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	12	20	0.3	weak	False	0.5
abs_d	0.68	0.68	0.68	12	20	0.3	weak	False	0.5
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	12	20	0.3	weak	False	0.5
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	13	20	0.3	weak	False	0.5
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	13	20	0.3	weak	False	0.5
S	0.5266666666666666	0.5266666666666666	0.5266666666666666	13	20	0.3	weak	False	0.5
q	0.48	0.48	0.48	14	20	0.3	weak	False	0.5
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	14	20	0.3	weak	False	0.5
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	14	20	0.3	weak	False	0.5
q	0.4866666666666667	0.4866666666666667	0.4866666666666667	15	20	0.3	weak	False	0.5
abs_d	0.64	0.64	0.64	15	20	0.3	weak	False	0.5
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	15	20	0.3	weak	False	0.5
q	0.48	0.48	0.48	16	20	0.3	weak	False	0.5
abs_d	0.6	0.6	0.6	16	20	0.3	weak	False	0.5
S	0.54	0.54	0.54	16	20	0.3	weak	False	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	17	20	0.3	weak	False	0.5
abs_d	0.66	0.66	0.66	17	20	0.3	weak	False	0.5
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	17	20	0.3	weak	False	0.5
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	18	20	0.3	weak	False	0.5
abs_d	0.7	0.7	0.7	18	20	0.3	weak	False	0.5
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	18	20	0.3	weak	False	0.5
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	19	20	0.3	weak	False	0.5
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	19	20	0.3	weak	False	0.5
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	19	20	0.3	weak	False	0.5
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	20	20	0.3	weak	False	0.5
abs_d	0.66	0.66	0.66	20	20	0.3	weak	False	0.5
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	20	20	0.3	weak	False	0.5
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	21	20	0.3	weak	False	0.5
abs_d	0.66	0.66	0.66	21	20	0.3	weak	False	0.5
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	21	20	0.3	weak	False	0.5
q	0.4866666666666667	0.4866666666666667	0.4866666666666667	22	20	0.3	weak	False	0.5
abs_d	0.62	0.62	0.62	22	20	0.3	weak	False	0.5
S	0.56	0.56	0.56	22	20	0.3	weak	False	0.5
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	23	20	0.3	weak	False	0.5
abs_d	0.64	0.64	0.64	23	20	0.3	weak	False	0.5
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	23	20	0.3	weak	False	0.5
q	0.4866666666666667	0.4866666666666667	0.4866666666666667	24	20	0.3	weak	False	0.5
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	24	20	0.3	weak	False	0.5
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	24	20	0.3	weak	False	0.5
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	25	20	0.3	weak	False	0.5
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	25	20	0.3	weak	False	0.5
S	0.56	0.56	0.56	25	20	0.3	weak	False	0.5
q	0.42	0.42	0.41999999999999993	26	20	0.3	weak	False	0.5
abs_d	0.62	0.62	0.62	26	20	0.3	weak	False	0.5
S	0.5133333333333333	0.5133333333333333	0.5133333333333333	26	20	0.3	weak	False	0.5
q	0.4533333333333333	0.4533333333333333	0.4533333333333333	27	20	0.3	weak	False	0.5
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	27	20	0.3	weak	False	0.5
S	0.54	0.54	0.54	27	20	0.3	weak	False	0.5
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	28	20	0.3	weak	False	0.5
abs_d	0.6933333333333334	0.6933333333333334	0.6933333333333334	28	20	0.3	weak	False	0.5
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	28	20	0.3	weak	False	0.5
q	0.5	0.5	0.5	29	20	0.3	weak	False	0.5
abs_d	0.64	0.64	0.64	29	20	0.3	weak	False	0.5
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	29	20	0.3	weak	False	0.5
q	0.4533333333333333	0.4533333333333333	0.4533333333333333	30	20	0.3	weak	False	0.5
abs_d	0.66	0.66	0.66	30	20	0.3	weak	False	0.5
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	30	20	0.3	weak	False	0.5
q	0.4866666666666667	0.4866666666666667	0.4866666666666667	31	20	0.3	weak	False	0.5
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	31	20	0.3	weak	False	0.5
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	31	20	0.3	weak	False	0.5
q	0.44	0.44	0.44	32	20	0.3	weak	False	0.5
abs_d	0.62	0.62	0.62	32	20	0.3	weak	False	0.5
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	32	20	0.3	weak	False	0.5
q	0.4866666666666667	0.4866666666666667	0.4866666666666667	33	20	0.3	weak	False	0.5
abs_d	0.68	0.68	0.68	33	20	0.3	weak	False	0.5
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	33	20	0.3	weak	False	0.5
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	34	20	0.3	weak	False	0.5
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	34	20	0.3	weak	False	0.5
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	34	20	0.3	weak	False	0.5
q	0.4533333333333333	0.4533333333333333	0.4533333333333333	35	20	0.3	weak	False	0.5
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	35	20	0.3	weak	False	0.5
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	35	20	0.3	weak	False	0.5
q	0.43333333333333335	0.43333333333333335	0.43333333333333335	36	20	0.3	weak	False	0.5
abs_d	0.64	0.64	0.64	36	20	0.3	weak	False	0.5
S	0.54	0.54	0.54	36	20	0.3	weak	False	0.5
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	37	20	0.3	weak	False	0.5
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	37	20	0.3	weak	False	0.5
S	0.62	0.62	0.62	37	20	0.3	weak	False	0.5
q	0.4866666666666667	0.4866666666666667	0.4866666666666667	38	20	0.3	weak	False	0.5
abs_d	0.68	0.68	0.68	38	20	0.3	weak	False	0.5
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	38	20	0.3	weak	False	0.5
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	39	20	0.3	weak	False	0.5
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	39	20	0.3	weak	False	0.5
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	39	20	0.3	weak	False	0.5
q	0.4866666666666667	0.4866666666666667	0.4866666666666667	40	20	0.3	weak	False	0.5
abs_d	0.68	0.68	0.68	40	20	0.3	weak	False	0.5
S	0.62	0.62	0.62	40	20	0.3	weak	False	0.5
q	0.46	0.46	0.46	41	20	0.3	weak	False	0.5
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	41	20	0.3	weak	False	0.5
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	41	20	0.3	weak	False	0.5
q	0.43333333333333335	0.43333333333333335	0.43333333333333335	42	20	0.3	weak	False	0.5
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	42	20	0.3	weak	False	0.5
S	0.5	0.5	0.5	42	20	0.3	weak	False	0.5
q	0.48	0.48	0.48	43	20	0.3	weak	False	0.5
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	43	20	0.3	weak	False	0.5
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	43	20	0.3	weak	False	0.5
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	44	20	0.3	weak	False	0.5
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	44	20	0.3	weak	False	0.5
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	44	20	0.3	weak	False	0.5
q	0.52	0.52	0.52	45	20	0.3	weak	False	0.5
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	45	20	0.3	weak	False	0.5
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	45	20	0.3	weak	False	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	46	20	0.3	weak	False	0.5
abs_d	0.66	0.66	0.66	46	20	0.3	weak	False	0.5
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	46	20	0.3	weak	False	0.5
q	0.48	0.48	0.48	47	20	0.3	weak	False	0.5
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	47	20	0.3	weak	False	0.5
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	47	20	0.3	weak	False	0.5
q	0.5	0.5	0.5	48	20	0.3	weak	False	0.5
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	48	20	0.3	weak	False	0.5
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	48	20	0.3	weak	False	0.5
q	0.48	0.48	0.48	49	20	0.3	weak	False	0.5
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	49	20	0.3	weak	False	0.5
S	0.56	0.56	0.56	49	20	0.3	weak	False	0.5
q	0.56	0.56	0.56	0	20	0.3	weak	True	0.0
abs_d	0.5933333333333334	0.5933333333333334	0.5933333333333334	0	20	0.3	weak	True	0.0
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	0	20	0.3	weak	True	0.0
q	0.5733333333333334	0.5733333333333334	0.5733333333333334	1	20	0.3	weak	True	0.0
abs_d	0.5666666666666667	0.5666666666666667	0.5666666666666667	1	20	0.3	weak	True	0.0
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	1	20	0.3	weak	True	0.0
q	0.62	0.62	0.62	2	20	0.3	weak	True	0.0
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	2	20	0.3	weak	True	0.0
S	0.62	0.62	0.62	2	20	0.3	weak	True	0.0
q	0.64	0.64	0.64	3	20	0.3	weak	True	0.0
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	3	20	0.3	weak	True	0.0
S	0.64	0.64	0.64	3	20	0.3	weak	True	0.0
q	0.5866666666666667	0.5866666666666667	0.5866666666666667	4	20	0.3	weak	True	0.0
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	4	20	0.3	weak	True	0.0
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	4	20	0.3	weak	True	0.0
q	0.5866666666666667	0.5866666666666667	0.5866666666666667	5	20	0.3	weak	True	0.0
abs_d	0.5933333333333334	0.5933333333333334	0.5933333333333334	5	20	0.3	weak	True	0.0
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	5	20	0.3	weak	True	0.0
