panel	gene_symbol	n_pt1_pr1	sd_pt1_pr1	n_pt2_pr2	sd_pt2_pr2	mean_sd_acute
Inflammation	CCL7	10	0.305628	10	0.509064	0.407346
Inflammation_II	APOC1	10	0.610703	10	0.203101	0.406902
Oncology_II	GORASP2	10	0.419699	10	0.392839	0.406269
Inflammation_II	LCAT	10	0.605907	10	0.206444	0.406175
Cardiometabolic_II	VIPR1	10	0.328596	10	0.483094	0.405845
Inflammation	NTF3	10	0.237312	10	0.573674	0.405493
Cardiometabolic_II	BGLAP	10	0.451097	10	0.359718	0.405408
Cardiometabolic_II	MEGF11	10	0.505856	10	0.303479	0.404667
Oncology_II	SWAP70	10	0.409733	10	0.397776	0.403754
Neurology_II	RAB3GAP1	10	0.480555	10	0.324209	0.402382
Neurology	CD164	10	0.489769	10	0.314627	0.402198
Oncology	SORD	10	0.387901	10	0.416104	0.402002
Neurology_II	NFIC	10	0.423892	10	0.380048	0.40197
Neurology_II	PLB1	10	0.449094	10	0.354653	0.401874
Oncology_II	ZNRF4	10	0.503188	10	0.300509	0.401849
Cardiometabolic_II	PSAP	10	0.40381	10	0.399659	0.401734
Oncology_II	WFDC1	10	0.571879	10	0.231	0.401439
Cardiometabolic_II	ENO3	10	0.518263	10	0.284323	0.401293
Inflammation_II	ZBP1	10	0.39294	10	0.409535	0.401238
Cardiometabolic_II	HEPH	10	0.473776	10	0.327405	0.40059
Inflammation_II	ACP1	10	0.384041	10	0.416238	0.40014
Oncology	IL12A_IL12B	10	0.276494	10	0.523762	0.400128
Cardiometabolic	CLTA	10	0.464553	10	0.334781	0.399667
Oncology	KLK13	10	0.174974	10	0.622927	0.398951
Oncology_II	INSL5	10	0.289803	10	0.507812	0.398807
Oncology	RANGAP1	10	0.516019	10	0.281121	0.39857
Oncology_II	CD3E	10	0.506757	10	0.290161	0.398459
Cardiometabolic	MCFD2	10	0.390642	10	0.406057	0.398349
Cardiometabolic_II	TRAF3IP2	10	0.437419	10	0.357725	0.397572
Cardiometabolic	PILRB	10	0.175672	10	0.618938	0.397305
Oncology	LPCAT2	10	0.349532	10	0.44505	0.397291
Inflammation_II	GIMAP7	10	0.500001	10	0.292561	0.396281
Oncology_II	PDE1C	10	0.553613	10	0.238922	0.396268
Inflammation	CXADR	10	0.426059	10	0.366427	0.396243
Neurology	ANXA5	10	0.443764	10	0.346842	0.395303
Cardiometabolic_II	NPC2	10	0.451507	10	0.33647	0.393988
Inflammation	NFATC3	10	0.322524	10	0.46419	0.393357
Neurology	RASA1	10	0.439599	10	0.346658	0.393128
Oncology	CPVL	10	0.375524	10	0.41066	0.393092
Oncology_II	IDO1	10	0.34772	10	0.438424	0.393072
Cardiometabolic_II	SCRG1	10	0.466184	10	0.319309	0.392746
Inflammation	BTN3A2	10	0.264471	10	0.519557	0.392014
Neurology_II	GBP1	10	0.397015	10	0.386578	0.391796
Oncology	LYAR	10	0.430788	10	0.352753	0.39177
Oncology	WFDC12	10	0.2731	10	0.510215	0.391657
Inflammation	FCRL6	10	0.312304	10	0.470788	0.391546
Cardiometabolic_II	CEACAM6	10	0.423639	10	0.358956	0.391297
Neurology_II	NRXN3	10	0.438828	10	0.343657	0.391242
Neurology_II	IFT20	10	0.317977	10	0.46382	0.390899
Neurology_II	OCLN	10	0.318641	10	0.463072	0.390857
Cardiometabolic	HNRNPK	10	0.338349	10	0.441285	0.389817
Inflammation	CD83	10	0.393042	10	0.386269	0.389656
Neurology_II	NAPRT	10	0.437939	10	0.341169	0.389554
Inflammation	SCGN	10	0.364993	10	0.413895	0.389444
Cardiometabolic_II	MELTF	10	0.569775	10	0.208722	0.389248
Oncology	OGFR	10	0.375762	10	0.402731	0.389246
Oncology_II	ENOPH1	10	0.280041	10	0.498426	0.389234
Neurology_II	BLOC1S3	10	0.395576	10	0.382616	0.389096
Inflammation	CLEC4G	10	0.344567	10	0.433463	0.389015
Neurology	TBC1D17	10	0.439833	10	0.337845	0.388839
Inflammation	FOXO1	10	0.409193	10	0.368196	0.388694
Oncology_II	UBE2B	10	0.417866	10	0.358848	0.388357
Neurology_II	FNDC1	10	0.332129	10	0.444349	0.388239
Inflammation_II	CSF3R	10	0.435045	10	0.341168	0.388106
Inflammation_II	EPHA4	10	0.572336	10	0.203492	0.387914
Cardiometabolic	VSIR	10	0.40908	10	0.365773	0.387426
Neurology_II	DSCAM	10	0.39999	10	0.374647	0.387319
Inflammation_II	C1QTNF9	10	0.638548	10	0.135685	0.387116
Cardiometabolic_II	GM2A	10	0.522702	10	0.251478	0.38709
Cardiometabolic	EDIL3	10	0.426638	10	0.347403	0.38702
Cardiometabolic_II	LAMA1	10	0.350899	10	0.422039	0.386469
Cardiometabolic_II	GNPDA1	10	0.401334	10	0.370492	0.385913
Inflammation	CXCL10	10	0.403312	10	0.367943	0.385627
Inflammation	CXCL14	10	0.462617	10	0.307644	0.385131
Cardiometabolic_II	SPESP1	10	0.374477	10	0.394846	0.384661
Cardiometabolic_II	THRAP3	10	0.295095	10	0.474102	0.384598
Inflammation	FCAR	10	0.298457	10	0.470696	0.384577
Cardiometabolic_II	DDT	10	0.377973	10	0.391008	0.384491
Inflammation	IL5RA	10	0.370443	10	0.398374	0.384408
Oncology_II	INSL4	10	0.452458	10	0.3157	0.384079
Inflammation	LILRB4	10	0.274961	10	0.492259	0.38361
Cardiometabolic_II	CKB	10	0.363761	10	0.403192	0.383477
Oncology_II	NMRK2	10	0.238597	10	0.527037	0.382817
Cardiometabolic_II	IGDCC4	10	0.397383	10	0.367632	0.382507
Inflammation_II	CFB	10	0.476726	10	0.287279	0.382003
Inflammation	TNFRSF13C	10	0.365937	10	0.397995	0.381966
Cardiometabolic_II	COL3A1	10	0.449964	10	0.313915	0.381939
Oncology_II	LAMTOR5	10	0.384623	10	0.378982	0.381803
Inflammation_II	TSC1	10	0.41445	10	0.34908	0.381765
Oncology	TNF	10	0.360086	10	0.401979	0.381032
Oncology	RTBDN	10	0.378864	10	0.383175	0.381019
Oncology	MZT1	10	0.240478	10	0.521009	0.380744
Oncology	TNFRSF12A	10	0.341557	10	0.419791	0.380674
Oncology_II	VSIG10	10	0.392713	10	0.367113	0.379913
Cardiometabolic	NPTXR	10	0.446037	10	0.313008	0.379522
Oncology	TAFA5	10	0.20598	10	0.550438	0.378209
Inflammation_II	BMP10	10	0.512566	10	0.243658	0.378112
Neurology_II	DNAJC21	10	0.363152	10	0.392978	0.378065
Inflammation_II	CLU	10	0.409985	10	0.344713	0.377349
Neurology	GLB1	10	0.22075	10	0.533794	0.377272
Neurology	XRCC4	10	0.348883	10	0.405293	0.377088
Cardiometabolic	LGALS1	10	0.420197	10	0.333905	0.377051
Neurology_II	RNASEH2A	10	0.290626	10	0.463074	0.37685
Oncology_II	HRAS	10	0.442786	10	0.310729	0.376758
Inflammation	CLEC4A	10	0.325354	10	0.42796	0.376657
Oncology	AKT3	10	0.351448	10	0.401477	0.376463
Inflammation	IL13	10	0.314026	10	0.438753	0.37639
Neurology	CHGB	10	0.319884	10	0.432785	0.376335
Cardiometabolic_II	FBLN2	10	0.472376	10	0.280235	0.376305
Oncology	LEFTY2	10	0.293432	10	0.459166	0.376299
Cardiometabolic_II	PRAP1	10	0.477857	10	0.27419	0.376024
Oncology_II	GLYR1	10	0.398564	10	0.352972	0.375768
Cardiometabolic	LBP	10	0.429172	10	0.322113	0.375642
Inflammation	ARNT	10	0.449316	10	0.301678	0.375497
Neurology	PHOSPHO1	10	0.324124	10	0.426122	0.375123
Inflammation_II	MRPS16	10	0.463001	10	0.285833	0.374417
Oncology_II	MUCL3	10	0.347349	10	0.401109	0.374229
Neurology_II	SYT1	10	0.404934	10	0.342951	0.373943
Cardiometabolic	GP2	10	0.362442	10	0.385294	0.373868
Cardiometabolic_II	PTPRZ1	10	0.437157	10	0.310315	0.373736
Cardiometabolic	GZMH	10	0.346244	10	0.400853	0.373548
Oncology_II	ERN1	10	0.414495	10	0.331881	0.373188
Inflammation_II	FOXJ3	10	0.309199	10	0.43674	0.372969
Neurology_II	LRTM2	10	0.455283	10	0.288395	0.371839
Inflammation_II	PDIA3	10	0.363637	10	0.380034	0.371835
Neurology	CALB2	10	0.440757	10	0.301438	0.371097
Cardiometabolic	BAG6	10	0.437933	10	0.303675	0.370804
Cardiometabolic_II	HIP1	10	0.312639	10	0.428404	0.370522
Cardiometabolic_II	SBSN	10	0.409477	10	0.331307	0.370392
Oncology_II	ENDOU	10	0.324267	10	0.416132	0.3702
Neurology_II	DNM3	10	0.265288	10	0.47467	0.369979
Cardiometabolic	SLITRK6	10	0.29467	10	0.444015	0.369342
Inflammation_II	TRAF3	10	0.367065	10	0.371574	0.36932
Neurology	GPKOW	10	0.36819	10	0.370381	0.369286
Inflammation_II	CEMIP2	10	0.450025	10	0.288229	0.369127
Inflammation_II	DDX39A	10	0.398702	10	0.338874	0.368788
Oncology	RARRES1	10	0.377855	10	0.359272	0.368564
Cardiometabolic	CEACAM8	10	0.380453	10	0.355852	0.368152
Inflammation_II	ADGRD1	10	0.573783	10	0.162451	0.368117
Cardiometabolic	SDC1	10	0.410159	10	0.325167	0.367663
Neurology	SEMA4D	10	0.306517	10	0.428399	0.367458
Cardiometabolic	SORT1	10	0.262585	10	0.472287	0.367436
Neurology	PLIN1	10	0.396555	10	0.337014	0.366785
Oncology_II	ADAM9	10	0.307558	10	0.425693	0.366626
Oncology_II	FAM171B	10	0.260806	10	0.47135	0.366078
Inflammation	PTPRM	10	0.371697	10	0.360427	0.366062
Inflammation_II	KLK7	10	0.419505	10	0.312142	0.365823
Neurology_II	CTNNA1	10	0.387823	10	0.34375	0.365787
Cardiometabolic	CCL14	10	0.170605	10	0.559889	0.365247
Cardiometabolic_II	ENPP6	10	0.532376	10	0.197826	0.365101
Cardiometabolic_II	RNASE10	10	0.450348	10	0.279115	0.364732
Neurology_II	GIPC2	10	0.356561	10	0.370603	0.363582
Neurology	GKN1	10	0.31336	10	0.413325	0.363343
Oncology	NUCB2	10	0.310663	10	0.415892	0.363278
Inflammation_II	TERF1	10	0.331924	10	0.393284	0.362604
Inflammation_II	BABAM1	10	0.382465	10	0.34214	0.362302
Cardiometabolic_II	SGSH	10	0.456041	10	0.266872	0.361456
Cardiometabolic_II	TREH	10	0.348819	10	0.373196	0.361008
Cardiometabolic_II	CD248	10	0.382792	10	0.338824	0.360808
Cardiometabolic	NID1	10	0.241671	10	0.479732	0.360702
Neurology_II	EFHD1	10	0.369779	10	0.350092	0.359935
Neurology	ADAM22	10	0.344013	10	0.375473	0.359743
Inflammation_II	SDK2	10	0.38497	10	0.334048	0.359509
Neurology_II	GFRAL	10	0.383769	10	0.334646	0.359208
Cardiometabolic_II	LILRA3	10	0.444513	10	0.272952	0.358732
Oncology	CCL8	10	0.169368	10	0.547059	0.358213
Neurology	TNF	10	0.370807	10	0.345368	0.358087
Cardiometabolic_II	FCAMR	10	0.352164	10	0.363883	0.358023
Inflammation_II	ADH1B	10	0.311362	10	0.403417	0.35739
Inflammation	DPP10	10	0.386859	10	0.326845	0.356852
Inflammation_II	PGA4	10	0.40653	10	0.305588	0.356059
Cardiometabolic_II	FSHB	10	0.396035	10	0.315908	0.355971
Oncology_II	GTF2IRD1	10	0.430934	10	0.280459	0.355696
Inflammation_II	CR1	10	0.45619	10	0.254848	0.355519
Neurology	CLSPN	10	0.31718	10	0.393457	0.355318
Inflammation	HLA-DRA	10	0.429836	10	0.28079	0.355313
Inflammation	CCL4	10	0.192602	10	0.517612	0.355107
Oncology	KLK1	10	0.236776	10	0.472562	0.354669
Oncology_II	PSAPL1	10	0.241066	10	0.468108	0.354587
Cardiometabolic_II	PTGR1	10	0.394622	10	0.313852	0.354237
Cardiometabolic	MEP1B	10	0.0684702	10	0.639939	0.354205
Neurology	ACVRL1	10	0.325004	10	0.382876	0.35394
Cardiometabolic_II	TCTN3	10	0.373579	10	0.333353	0.353466
Cardiometabolic_II	FGFBP2	10	0.458599	10	0.248324	0.353462
Cardiometabolic_II	LILRA6	10	0.423189	10	0.282569	0.352879
Oncology	SEMA4C	10	0.299684	10	0.406026	0.352855
Inflammation_II	PGR	10	0.288651	10	0.416275	0.352463
Oncology	HPGDS	10	0.373406	10	0.33124	0.352323
Oncology	ADCYAP1R1	10	0.338882	10	0.365656	0.352269
Oncology	LGALS7_LGALS7B	10	0.297253	10	0.406778	0.352015
Oncology	CDNF	10	0.166242	10	0.536591	0.351416
Oncology_II	RCC1	10	0.426917	10	0.274024	0.35047
Cardiometabolic	SSC4D	10	0.177021	10	0.523302	0.350161
Cardiometabolic_II	NOTCH2	10	0.470298	10	0.22933	0.349814
Oncology	KLK6	10	0.472412	10	0.226646	0.349529
Neurology_II	CRTAP	10	0.369447	10	0.329	0.349224
Inflammation_II	MFAP4	10	0.499274	10	0.198824	0.349049
Inflammation	GZMB	10	0.40539	10	0.292329	0.34886
Inflammation	DAG1	10	0.411668	10	0.284946	0.348307
Inflammation_II	PHYKPL	10	0.437159	10	0.258435	0.347797
Oncology	FEN1	10	0.323105	10	0.371128	0.347117
Neurology	GPC5	10	0.282374	10	0.41168	0.347027
Neurology	DKK4	10	0.31557	10	0.378458	0.347014
Neurology_II	DLGAP5	10	0.397349	10	0.296583	0.346966
Neurology_II	RBFOX3	10	0.344442	10	0.348807	0.346625
Oncology_II	DYNLT3	10	0.435443	10	0.257567	0.346505
Cardiometabolic	PRSS27	10	0.236	10	0.456609	0.346305
Cardiometabolic	CDHR5	10	0.271711	10	0.41915	0.34543
Cardiometabolic	PLAT	10	0.300768	10	0.389592	0.34518
Cardiometabolic	ITIH3	10	0.383014	10	0.306367	0.34469
Oncology_II	VCPKMT	10	0.270261	10	0.418394	0.344328
Cardiometabolic_II	LECT2	10	0.431828	10	0.255941	0.343884
Cardiometabolic_II	CCER2	10	0.476106	10	0.211626	0.343866
Inflammation	ICAM4	10	0.23637	10	0.449599	0.342985
Inflammation_II	SELENOP	10	0.338748	10	0.347219	0.342984
Neurology	FRZB	10	0.164738	10	0.52123	0.342984
Cardiometabolic_II	CTHRC1	10	0.389449	10	0.296374	0.342911
Cardiometabolic_II	ACY3	10	0.178363	10	0.506568	0.342466
Inflammation	LTA	10	0.291921	10	0.392203	0.342062
Inflammation_II	RIDA	10	0.485614	10	0.198404	0.342009
Inflammation	IL1RL2	10	0.324782	10	0.358109	0.341445
Neurology_II	SAFB2	10	0.255451	10	0.426965	0.341208
Neurology	MYOC	10	0.294972	10	0.387432	0.341202
Inflammation	HLA-E	10	0.193571	10	0.488423	0.340997
Cardiometabolic	LCN2	10	0.154258	10	0.527195	0.340726
Oncology	HS3ST3B1	10	0.320416	10	0.360692	0.340554
Oncology	MDK	10	0.27542	10	0.404948	0.340184
Inflammation_II	CSF1R	10	0.437965	10	0.242261	0.340113
Inflammation_II	MDH1	10	0.386605	10	0.29228	0.339442
Cardiometabolic	CA5A	10	0.367511	10	0.311315	0.339413
Cardiometabolic_II	PTPRC	10	0.412583	10	0.265648	0.339116
Inflammation_II	CTBS	10	0.418516	10	0.259365	0.338941
Neurology_II	SPTLC1	10	0.319651	10	0.357602	0.338626
Cardiometabolic	THPO	10	0.367495	10	0.308711	0.338103
Neurology	CPA2	10	0.417826	10	0.258281	0.338054
Oncology_II	NEK7	10	0.276917	10	0.399102	0.33801
Inflammation	CCL21	10	0.321134	10	0.354862	0.337998
Inflammation	VASH1	10	0.282251	10	0.393678	0.337965
Cardiometabolic	NPDC1	10	0.359815	10	0.315961	0.337888
Inflammation_II	C1S	10	0.465404	10	0.209574	0.337489
Cardiometabolic	RARRES2	10	0.310416	10	0.364222	0.337319
Neurology	CXCL13	10	0.220291	10	0.453389	0.33684
Oncology	CALB1	10	0.221018	10	0.452351	0.336684
Neurology_II	CCDC50	10	0.333288	10	0.339713	0.336501
Cardiometabolic_II	SIL1	10	0.488325	10	0.184281	0.336303
Inflammation	WNT9A	10	0.382571	10	0.289306	0.335939
Cardiometabolic_II	IFNW1	10	0.283695	10	0.388141	0.335918
Neurology_II	HNRNPUL1	10	0.419939	10	0.251385	0.335662
Inflammation	NCR1	10	0.315993	10	0.3553	0.335647
Cardiometabolic	LEPR	10	0.350895	10	0.320292	0.335593
Oncology_II	IL22	10	0.233315	10	0.437709	0.335512
Neurology	SCARA5	10	0.26841	10	0.401818	0.335114
Oncology_II	BTN1A1	10	0.30733	10	0.362857	0.335094
Inflammation_II	PCBD1	10	0.570392	10	0.099645	0.335019
Oncology_II	HDDC2	10	0.3279	10	0.342122	0.335011
Cardiometabolic_II	CELA2A	10	0.332408	10	0.337387	0.334897
Neurology_II	GNAS	10	0.365727	10	0.303765	0.334746
Neurology_II	CLSTN3	10	0.257213	10	0.411677	0.334445
Neurology	HNMT	10	0.21882	10	0.448603	0.333712
Cardiometabolic_II	ADAMTSL2	10	0.390288	10	0.27641	0.333349
Inflammation	TNFSF12	10	0.169975	10	0.496477	0.333226
Inflammation_II	PPM1B	10	0.282166	10	0.384027	0.333097
Neurology_II	SUOX	10	0.444864	10	0.220255	0.33256
Cardiometabolic_II	IGSF9	10	0.227954	10	0.43626	0.332107
Cardiometabolic_II	MAN2B2	10	0.423983	10	0.240219	0.332101
Neurology_II	DDX25	10	0.434737	10	0.229082	0.331909
Oncology	SORCS2	10	0.285913	10	0.377298	0.331606
Neurology	FLRT2	10	0.301445	10	0.361758	0.331601
Inflammation	CLEC4C	10	0.272588	10	0.390509	0.331549
Cardiometabolic_II	NUDT10	10	0.302595	10	0.360074	0.331335
Inflammation_II	PPL	10	0.290503	10	0.371765	0.331134
Inflammation_II	B2M	10	0.356193	10	0.305606	0.330899
Oncology	GRPEL1	10	0.325276	10	0.336415	0.330845
Inflammation_II	HRG	10	0.469915	10	0.191735	0.330825
Cardiometabolic	GDF2	10	0.192191	10	0.467317	0.329754
Cardiometabolic	PLXNB3	10	0.332699	10	0.326125	0.329412
Cardiometabolic_II	CEP112	10	0.273805	10	0.384635	0.32922
Cardiometabolic_II	CYTL1	10	0.423894	10	0.234433	0.329164
Oncology	KLK8	10	0.245693	10	0.41231	0.329002
Cardiometabolic_II	PPIF	10	0.280989	10	0.376517	0.328753
Neurology	CCN5	10	0.307796	10	0.349385	0.328591
Inflammation_II	RNASE4	10	0.48469	10	0.172386	0.328538
Neurology_II	HIP1R	10	0.378986	10	0.278066	0.328526
Cardiometabolic_II	RNF149	10	0.387718	10	0.268528	0.328123
Neurology	LAYN	10	0.262941	10	0.392928	0.327935
Cardiometabolic_II	AIF1L	10	0.350547	10	0.305322	0.327934
Oncology_II	ZNF830	10	0.265247	10	0.390155	0.327701
Neurology_II	PTPRR	10	0.383899	10	0.27124	0.32757
Inflammation	CCL28	10	0.381481	10	0.27232	0.3269
Oncology_II	KIAA2013	10	0.37627	10	0.277461	0.326865
Neurology_II	VWC2L	10	0.187569	10	0.466158	0.326863
Inflammation	FABP9	10	0.296761	10	0.35687	0.326815
Cardiometabolic_II	PECR	10	0.380024	10	0.273297	0.32666
Cardiometabolic_II	APOBR	10	0.391632	10	0.260698	0.326165
Neurology_II	OSBPL2	10	0.352353	10	0.299532	0.325942
Neurology	BAG3	10	0.341871	10	0.309192	0.325531
Inflammation_II	ADIPOQ	10	0.36764	10	0.283185	0.325413
Oncology	FGF23	10	0.210375	10	0.440329	0.325352
Cardiometabolic	CA3	10	0.333058	10	0.317217	0.325138
Inflammation_II	SLITRK1	10	0.357165	10	0.293004	0.325084
Oncology	ADGRG1	10	0.276099	10	0.374021	0.32506
Cardiometabolic	COL4A1	10	0.202271	10	0.447423	0.324847
Oncology	ENTPD2	10	0.195085	10	0.454491	0.324788
Neurology	LYPD1	10	0.364633	10	0.284508	0.32457
Inflammation	PTH1R	10	0.319551	10	0.328669	0.32411
Oncology	DSG4	10	0.255247	10	0.392711	0.323979
Inflammation	TPP1	10	0.193374	10	0.453824	0.323599
Oncology_II	CAPN3	10	0.256274	10	0.390873	0.323573
Cardiometabolic_II	TPK1	10	0.513765	10	0.132485	0.323125
Inflammation_II	LEG1	10	0.466723	10	0.17918	0.322952
Cardiometabolic_II	LAMP1	10	0.297223	10	0.348446	0.322834
Inflammation	MILR1	10	0.333026	10	0.312575	0.3228
Inflammation_II	SUSD5	10	0.495774	10	0.14941	0.322592
Oncology	TMPRSS15	10	0.283485	10	0.361331	0.322408
Oncology_II	DUSP13	10	0.384253	10	0.26009	0.322172
Cardiometabolic_II	SHISA5	10	0.358028	10	0.285385	0.321707
Cardiometabolic_II	AMDHD2	10	0.373206	10	0.269391	0.321299
Oncology_II	GPRC5C	10	0.316759	10	0.325238	0.320998
Neurology	PTPRN2	10	0.407655	10	0.234101	0.320878
Cardiometabolic_II	SRPX	10	0.424795	10	0.216644	0.32072
Inflammation_II	HS6ST2	10	0.277594	10	0.363475	0.320534
Oncology	NTF4	10	0.359734	10	0.281334	0.320534
Cardiometabolic_II	FAM20A	10	0.349052	10	0.291562	0.320307
Inflammation_II	SYAP1	10	0.352662	10	0.287726	0.320194
Inflammation_II	NAGPA	10	0.505197	10	0.134736	0.319966
Inflammation	TNFRSF11A	10	0.180421	10	0.45935	0.319886
Inflammation	PNLIPRP2	10	0.313821	10	0.325318	0.319569
Cardiometabolic	PON2	10	0.351771	10	0.287281	0.319526
Oncology	DPP6	10	0.372859	10	0.265884	0.319372
Cardiometabolic	IL19	10	0.266819	10	0.37192	0.31937
Inflammation	IL17D	10	0.319855	10	0.317907	0.318881
Neurology	CXCL11	10	0.265373	10	0.372167	0.31877
Oncology_II	SMAD2	10	0.318385	10	0.319156	0.31877
Inflammation_II	RNASE1	10	0.286621	10	0.350476	0.318548
Cardiometabolic_II	COL15A1	10	0.390264	10	0.246191	0.318228
Oncology	FURIN	10	0.355783	10	0.280636	0.318209
Neurology	EPHB6	10	0.284477	10	0.350242	0.31736
Cardiometabolic_II	PRG2	10	0.435003	10	0.199701	0.317352
Inflammation	IFNLR1	10	0.223814	10	0.410878	0.317346
Inflammation	IL4R	10	0.262419	10	0.372175	0.317297
Cardiometabolic	MSTN	10	0.239031	10	0.395534	0.317282
Oncology	RET	10	0.100873	10	0.533302	0.317087
Neurology	CRTAM	10	0.258978	10	0.373609	0.316294
Cardiometabolic	REN	10	0.306224	10	0.325637	0.31593
Oncology	CCN1	10	0.229166	10	0.40202	0.315593
Oncology	LTBP3	10	0.253437	10	0.376808	0.315122
Neurology_II	SATB1	10	0.269995	10	0.360209	0.315102
Neurology_II	SORBS1	10	0.25167	10	0.377588	0.314629
Oncology_II	SSH3	10	0.26609	10	0.363064	0.314577
Oncology	KLK11	10	0.262311	10	0.366442	0.314376
Cardiometabolic	SCARF1	10	0.287726	10	0.340956	0.314341
Oncology_II	MRPL52	10	0.395791	10	0.232517	0.314154
Cardiometabolic	CDH2	10	0.347192	10	0.280944	0.314068
Cardiometabolic_II	TIMM10	10	0.353113	10	0.274933	0.314023
Neurology	BCAN	10	0.311492	10	0.315751	0.313621
Oncology	CCN4	10	0.190747	10	0.436288	0.313517
Oncology	DDAH1	10	0.267456	10	0.359448	0.313452
Oncology	SERPINA9	10	0.19063	10	0.436205	0.313417
Cardiometabolic_II	STAB2	10	0.45309	10	0.173384	0.313237
Inflammation	PLAUR	10	0.130327	10	0.49547	0.312898
Inflammation_II	GSN	10	0.400115	10	0.225369	0.312742
Oncology_II	MORF4L2	10	0.277066	10	0.348338	0.312702
Neurology_II	NRN1	10	0.382679	10	0.242656	0.312667
Inflammation	CTSC	10	0.237773	10	0.387247	0.31251
Cardiometabolic_II	GALNT5	10	0.251935	10	0.373035	0.312485
Neurology	MDGA1	10	0.217723	10	0.407099	0.312411
Cardiometabolic_II	BCAT1	10	0.390477	10	0.233701	0.312089
Neurology	ALDH1A1	10	0.408889	10	0.215235	0.312062
Inflammation_II	VNN1	10	0.403759	10	0.21951	0.311635
Inflammation	IL1RN	10	0.184138	10	0.439003	0.31157
Cardiometabolic_II	TIMP2	10	0.273915	10	0.348894	0.311404
Cardiometabolic	SELP	10	0.292768	10	0.330033	0.3114
Inflammation_II	SHBG	10	0.385029	10	0.237096	0.311063
Oncology_II	S100A3	10	0.313885	10	0.306562	0.310224
Neurology_II	PALM2	10	0.249158	10	0.370578	0.309868
Oncology_II	SNX2	10	0.313932	10	0.305601	0.309767
Neurology_II	GART	10	0.351777	10	0.267645	0.309711
Oncology_II	IFI30	10	0.258637	10	0.360451	0.309544
Cardiometabolic	IGFBPL1	10	0.263278	10	0.355262	0.30927
Inflammation	LIFR	10	0.296675	10	0.321465	0.30907
Neurology	TNFRSF6B	10	0.264672	10	0.353448	0.30906
Cardiometabolic_II	SLC51B	10	0.133294	10	0.484682	0.308988
Neurology	LAIR2	10	0.265947	10	0.351839	0.308893
Inflammation_II	GSR	10	0.373149	10	0.243988	0.308569
Cardiometabolic_II	MYBPC1	10	0.275919	10	0.340745	0.308332
Neurology	CDH15	10	0.29045	10	0.326205	0.308328
Cardiometabolic_II	PTPRB	10	0.346543	10	0.26743	0.306986
Oncology_II	PCDHB15	10	0.287422	10	0.326245	0.306833
Neurology	TNFRSF10B	10	0.232979	10	0.380418	0.306698
Cardiometabolic_II	SCN4B	10	0.370277	10	0.242881	0.306579
Oncology_II	PSCA	10	0.304406	10	0.308352	0.306379
Inflammation_II	PENK	10	0.399387	10	0.212902	0.306145
Oncology	GCNT1	10	0.248214	10	0.363693	0.305954
Neurology_II	RBM17	10	0.318252	10	0.293637	0.305945
Cardiometabolic_II	MMP15	10	0.357161	10	0.254687	0.305924
Neurology_II	CTRL	10	0.315098	10	0.2965	0.305799
Cardiometabolic_II	CSPG4	10	0.390764	10	0.220532	0.305648
Neurology	ADGRB3	10	0.278653	10	0.332624	0.305638
Cardiometabolic_II	POSTN	10	0.39882	10	0.212359	0.305589
Oncology	FLT1	10	0.204349	10	0.406331	0.30534
Inflammation	CDSN	10	0.19412	10	0.416441	0.305281
Inflammation_II	SERPINA5	10	0.29813	10	0.312175	0.305152
Inflammation	CD4	10	0.228578	10	0.381241	0.30491
Inflammation	CCL22	10	0.320362	10	0.288939	0.30465
Inflammation_II	DBH	10	0.367587	10	0.241029	0.304308
Neurology	SETMAR	10	0.256604	10	0.352008	0.304306
Oncology	CAPG	10	0.203808	10	0.404243	0.304026
Inflammation	IL16	10	0.203062	10	0.40376	0.303411
Cardiometabolic_II	PRG3	10	0.389404	10	0.21629	0.302847
Inflammation_II	BCHE	10	0.404091	10	0.201377	0.302734
Cardiometabolic_II	ADAMTSL4	10	0.314979	10	0.290478	0.302728
Cardiometabolic_II	EDN1	10	0.388945	10	0.215549	0.302247
Cardiometabolic_II	ASPN	10	0.39928	10	0.205127	0.302203
Inflammation_II	F12	10	0.337253	10	0.265958	0.301605
Inflammation	SERPINB8	10	0.162159	10	0.440986	0.301572
Inflammation_II	RNASE6	10	0.346793	10	0.256252	0.301522
Cardiometabolic	NTRK2	10	0.361888	10	0.240708	0.301298
Inflammation	ANGPTL4	10	0.192335	10	0.409914	0.301124
Neurology	NAAA	10	0.295233	10	0.306934	0.301083
Inflammation_II	DIPK2B	10	0.394112	10	0.207471	0.300792
Oncology	HSPB6	10	0.157313	10	0.443507	0.30041
Oncology	CD27	10	0.237123	10	0.363459	0.300291
Oncology_II	PBXIP1	10	0.324996	10	0.274989	0.299992
Inflammation_II	MBL2	10	0.411377	10	0.187771	0.299574
Cardiometabolic	THOP1	10	0.248254	10	0.350801	0.299528
Inflammation_II	SERPINA6	10	0.461921	10	0.134663	0.298292
Inflammation_II	SEMA3G	10	0.455199	10	0.141252	0.298225
Inflammation_II	HGFAC	10	0.414937	10	0.181421	0.298179
Inflammation_II	APOD	10	0.404938	10	0.191061	0.298
Inflammation_II	MRC1	10	0.308666	10	0.286586	0.297626
Inflammation	SELPLG	10	0.211184	10	0.383354	0.297269
