gene_symbol	n_subjects	point_mean	boot_mean	boot_sd	ci_lo_95	ci_hi_95	p_pos	p_sign_stable	contrast	n_boot
DCBLD2	23	0.12793826086956503	0.1258578860869564	0.0574867726528892	0.00868251086956529	0.2336809673913042	0.984	0.984	late-early	1000
EN-RAGE	23	0.47734869565217386	0.47854631304347867	0.22167098999873786	0.026796271739130382	0.8895834456521736	0.983	0.983	late-early	1000
ICAM1	23	0.17871608695652183	0.1770982321739133	0.09278929233690529	0.012267749999999968	0.36982115217391315	0.983	0.983	late-early	1000
DGKZ	23	-0.1950491304347826	-0.19543844565217397	0.09186629377375027	-0.37163694565217387	-0.008470836956521772	0.018	0.982	late-early	1000
Beta-NGF	23	-0.052676956521739135	-0.05349281478260877	0.025816175985289423	-0.1044738804347826	-0.0035902934782608698	0.019	0.981	late-early	1000
GP6	23	0.18426739130434794	0.18429630521739132	0.09525595306637996	0.007603717391304434	0.3743431086956523	0.98	0.98	late-early	1000
CCL19	23	-0.2668917391304346	-0.2620556156521739	0.14237710476158874	-0.581515706521739	-0.010702239130434818	0.02	0.98	late-early	1000
CA3	23	-0.4624330434782608	-0.457789152608696	0.220853985042145	-0.8579788369565218	-0.012055510869565206	0.021	0.979	late-early	1000
RAGE	23	-0.08520391304347819	-0.08559583260869555	0.04130181514567231	-0.16806073913043448	-0.004641315217391274	0.021	0.979	late-early	1000
IL-17C	23	-0.3348478260869566	-0.3333995152173916	0.16942784397981986	-0.6653211195652176	-0.01241722826086978	0.022	0.978	late-early	1000
FCRL6	23	-0.2321217391304348	-0.23186680913043475	0.11787781722477092	-0.4724418695652173	-0.009025478260869711	0.022	0.978	late-early	1000
CLEC4G	23	-0.13407130434782605	-0.13430348391304336	0.07019937390584438	-0.28280504347826074	-0.005420260869565345	0.023	0.977	late-early	1000
LOX-1	23	-0.30134652173913035	-0.2997563560869562	0.17135265786767018	-0.6677202717391303	-0.003538989130434692	0.023	0.977	late-early	1000
FGF-19	23	0.41331347826086945	0.41379995608695663	0.19759371268870268	0.013555739130434702	0.781535282608695	0.976	0.976	late-early	1000
